,current_user_id,Time,Event context,Component,Event name,Description,Origin,IP address
13,9765,"28/09/22, 18:29",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9765' viewed the section number '1' of the course with id '187'.,web,181.54.60.161
14,9765,"28/09/22, 18:14",Assignment: Adding (2b) Extensions: Drawing with Pen,User tours,Step shown,The user with id '9765' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62714'.,web,181.54.60.161
15,9765,"28/09/22, 18:14",Assignment: Adding (2b) Extensions: Drawing with Pen,User tours,Tour started,The user with id '9765' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62714'.,web,181.54.60.161
16,9765,"28/09/22, 18:13",Assignment: Adding (2b) Extensions: Drawing with Pen,Assignment,The status of the submission has been viewed.,The user with id '9765' has viewed the submission status page for the assignment with course module id '62714'.,web,181.54.60.161
17,9765,"28/09/22, 18:13",Assignment: Adding (2b) Extensions: Drawing with Pen,Assignment,Feedback viewed,The user with id '9765' viewed the feedback for the user with id '9765' for the assignment with course module id '62714'.,web,181.54.60.161
18,9765,"28/09/22, 18:13",Assignment: Adding (2b) Extensions: Drawing with Pen,Assignment,Course module viewed,The user with id '9765' viewed the 'assign' activity with course module id '62714'.,web,181.54.60.161
19,9765,"28/09/22, 18:10",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9765' viewed the section number '1' of the course with id '187'.,web,181.54.60.161
20,9765,"28/09/22, 18:08",Assignment: Activty 2: Cartesian Plane and Motion,User tours,Step shown,The user with id '9765' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62711'.,web,181.54.60.161
21,9765,"28/09/22, 18:08",Assignment: Activty 2: Cartesian Plane and Motion,User tours,Tour started,The user with id '9765' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62711'.,web,181.54.60.161
22,9765,"28/09/22, 18:08",Assignment: Activty 2: Cartesian Plane and Motion,Assignment,The status of the submission has been viewed.,The user with id '9765' has viewed the submission status page for the assignment with course module id '62711'.,web,181.54.60.161
23,9765,"28/09/22, 18:08",Assignment: Activty 2: Cartesian Plane and Motion,Assignment,Feedback viewed,The user with id '9765' viewed the feedback for the user with id '9765' for the assignment with course module id '62711'.,web,181.54.60.161
24,9765,"28/09/22, 18:08",Assignment: Activty 2: Cartesian Plane and Motion,Assignment,Course module viewed,The user with id '9765' viewed the 'assign' activity with course module id '62711'.,web,181.54.60.161
25,9765,"28/09/22, 18:08",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9765' viewed the section number '1' of the course with id '187'.,web,181.54.60.161
26,9765,"28/09/22, 17:56",Page: CLASS PRESENTATIONS,Page,Course module viewed,The user with id '9765' viewed the 'page' activity with course module id '63670'.,web,181.54.60.161
27,9765,"28/09/22, 17:54",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9765' viewed the section number '1' of the course with id '187'.,web,181.54.60.161
28,9765,"28/09/22, 17:54",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9765' viewed the course with id '187'.,web,181.54.60.161
29,9818,"27/09/22, 19:43",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9818' viewed the section number '1' of the course with id '187'.,web,181.61.209.211
30,9818,"27/09/22, 18:51",Page: CLASS PRESENTATIONS,Page,Course module viewed,The user with id '9818' viewed the 'page' activity with course module id '63670'.,web,181.61.209.211
31,9818,"27/09/22, 18:51",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9818' viewed the section number '1' of the course with id '187'.,web,181.61.209.211
32,9818,"27/09/22, 17:59",Assignment: Activity 4: Project  (Using all Learnt Code),User tours,Step shown,The user with id '9818' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62776'.,web,181.61.209.211
33,9818,"27/09/22, 17:59",Assignment: Activity 4: Project  (Using all Learnt Code),User tours,Tour started,The user with id '9818' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62776'.,web,181.61.209.211
34,9818,"27/09/22, 17:59",Assignment: Activity 4: Project  (Using all Learnt Code),Assignment,The status of the submission has been viewed.,The user with id '9818' has viewed the submission status page for the assignment with course module id '62776'.,web,181.61.209.211
35,9818,"27/09/22, 17:59",Assignment: Activity 4: Project  (Using all Learnt Code),Assignment,Course module viewed,The user with id '9818' viewed the 'assign' activity with course module id '62776'.,web,181.61.209.211
36,9818,"27/09/22, 17:59",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9818' viewed the section number '1' of the course with id '187'.,web,181.61.209.211
37,9818,"27/09/22, 17:58",Page: CLASS PRESENTATIONS,Page,Course module viewed,The user with id '9818' viewed the 'page' activity with course module id '63670'.,web,181.61.209.211
38,9818,"27/09/22, 17:57",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9818' viewed the section number '1' of the course with id '187'.,web,181.61.209.211
39,9818,"27/09/22, 17:53",Page: CLASS PRESENTATIONS,Page,Course module viewed,The user with id '9818' viewed the 'page' activity with course module id '63670'.,web,181.61.209.211
40,9818,"27/09/22, 17:52",Assignment: Activity 4: Project  (Using all Learnt Code),User tours,Step shown,The user with id '9818' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62776'.,web,181.61.209.211
41,9818,"27/09/22, 17:52",Assignment: Activity 4: Project  (Using all Learnt Code),User tours,Tour started,The user with id '9818' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62776'.,web,181.61.209.211
42,9818,"27/09/22, 17:52",Assignment: Activity 4: Project  (Using all Learnt Code),Assignment,The status of the submission has been viewed.,The user with id '9818' has viewed the submission status page for the assignment with course module id '62776'.,web,181.61.209.211
43,9818,"27/09/22, 17:52",Assignment: Activity 4: Project  (Using all Learnt Code),Assignment,Course module viewed,The user with id '9818' viewed the 'assign' activity with course module id '62776'.,web,181.61.209.211
44,9818,"27/09/22, 17:51",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9818' viewed the section number '1' of the course with id '187'.,web,181.61.209.211
45,9818,"27/09/22, 17:51",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9818' viewed the course with id '187'.,web,181.61.209.211
46,9805,"27/09/22, 16:26",Assignment: Adding (2b) Extensions: Drawing with Pen,User tours,Step shown,The user with id '9805' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62714'.,web,181.63.5.131
47,9805,"27/09/22, 16:26",Assignment: Adding (2b) Extensions: Drawing with Pen,User tours,Tour started,The user with id '9805' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62714'.,web,181.63.5.131
48,9805,"27/09/22, 16:26",Assignment: Adding (2b) Extensions: Drawing with Pen,Assignment,The status of the submission has been viewed.,The user with id '9805' has viewed the submission status page for the assignment with course module id '62714'.,web,181.63.5.131
49,9805,"27/09/22, 16:26",Assignment: Adding (2b) Extensions: Drawing with Pen,Assignment,Course module viewed,The user with id '9805' viewed the 'assign' activity with course module id '62714'.,web,181.63.5.131
50,9805,"27/09/22, 16:26",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9805' viewed the section number '1' of the course with id '187'.,web,181.63.5.131
51,9805,"27/09/22, 16:25",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9805' viewed the course with id '187'.,web,181.63.5.131
52,9777,"27/09/22, 14:51",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9777' viewed the section number '1' of the course with id '187'.,web,201.217.216.162
53,9786,"27/09/22, 14:50",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9786' viewed the section number '1' of the course with id '187'.,web,201.217.216.162
54,9786,"27/09/22, 14:50",Page: CLASS PRESENTATIONS,Page,Course module viewed,The user with id '9786' viewed the 'page' activity with course module id '63670'.,web,190.144.167.253
55,9777,"27/09/22, 14:50",Page: CLASS PRESENTATIONS,Page,Course module viewed,The user with id '9777' viewed the 'page' activity with course module id '63670'.,web,201.217.216.162
56,9829,"27/09/22, 14:48",Assignment: Activity 4: Project  (Using all Learnt Code),User tours,Step shown,The user with id '9829' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62776'.,web,201.217.216.162
57,9829,"27/09/22, 14:48",Assignment: Activity 4: Project  (Using all Learnt Code),User tours,Tour started,The user with id '9829' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62776'.,web,201.217.216.162
58,9829,"27/09/22, 14:48",Assignment: Activity 4: Project  (Using all Learnt Code),Assignment,The status of the submission has been viewed.,The user with id '9829' has viewed the submission status page for the assignment with course module id '62776'.,web,201.217.216.162
59,9829,"27/09/22, 14:48",Assignment: Activity 4: Project  (Using all Learnt Code),Assignment,Course module viewed,The user with id '9829' viewed the 'assign' activity with course module id '62776'.,web,201.217.216.162
60,9810,"27/09/22, 14:47",Page: CLASS PRESENTATIONS,Page,Course module viewed,The user with id '9810' viewed the 'page' activity with course module id '63670'.,web,201.217.216.162
61,9834,"27/09/22, 14:47",Page: CLASS PRESENTATIONS,Page,Course module viewed,The user with id '9834' viewed the 'page' activity with course module id '63670'.,web,201.217.216.162
62,9802,"27/09/22, 14:47",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9802' viewed the section number '1' of the course with id '187'.,web,201.217.216.162
63,9802,"27/09/22, 14:47",Assignment: Activity 3: Editing Characters and Uploading Backgrounds,User tours,Step shown,The user with id '9802' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62716'.,web,201.217.216.162
64,9802,"27/09/22, 14:47",Assignment: Activity 3: Editing Characters and Uploading Backgrounds,User tours,Tour started,The user with id '9802' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62716'.,web,201.217.216.162
65,9802,"27/09/22, 14:47",Assignment: Activity 3: Editing Characters and Uploading Backgrounds,Assignment,The status of the submission has been viewed.,The user with id '9802' has viewed the submission status page for the assignment with course module id '62716'.,web,201.217.216.162
66,9802,"27/09/22, 14:47",Assignment: Activity 3: Editing Characters and Uploading Backgrounds,Assignment,Feedback viewed,The user with id '9802' viewed the feedback for the user with id '9802' for the assignment with course module id '62716'.,web,201.217.216.162
67,9802,"27/09/22, 14:47",Assignment: Activity 3: Editing Characters and Uploading Backgrounds,Assignment,Course module viewed,The user with id '9802' viewed the 'assign' activity with course module id '62716'.,web,201.217.216.162
68,9835,"27/09/22, 14:47",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9835' viewed the section number '1' of the course with id '187'.,web,201.217.216.162
69,9779,"27/09/22, 14:47",Page: CLASS PRESENTATIONS,Page,Course module viewed,The user with id '9779' viewed the 'page' activity with course module id '63670'.,web,201.217.216.162
70,9835,"27/09/22, 14:46",Assignment: Activity 4: Project  (Using all Learnt Code),User tours,Step shown,The user with id '9835' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62776'.,web,201.217.216.162
71,9835,"27/09/22, 14:46",Assignment: Activity 4: Project  (Using all Learnt Code),User tours,Tour started,The user with id '9835' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62776'.,web,201.217.216.162
72,9835,"27/09/22, 14:46",Assignment: Activity 4: Project  (Using all Learnt Code),Assignment,The status of the submission has been viewed.,The user with id '9835' has viewed the submission status page for the assignment with course module id '62776'.,web,201.217.216.162
73,9835,"27/09/22, 14:46",Assignment: Activity 4: Project  (Using all Learnt Code),Assignment,Course module viewed,The user with id '9835' viewed the 'assign' activity with course module id '62776'.,web,201.217.216.162
74,9835,"27/09/22, 14:46",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9835' viewed the section number '1' of the course with id '187'.,web,201.217.216.162
75,9835,"27/09/22, 14:46",Assignment: Activity 4: Project  (Using all Learnt Code),User tours,Step shown,The user with id '9835' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62776'.,web,201.217.216.162
76,9835,"27/09/22, 14:46",Assignment: Activity 4: Project  (Using all Learnt Code),User tours,Tour started,The user with id '9835' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62776'.,web,201.217.216.162
77,9835,"27/09/22, 14:46",Assignment: Activity 4: Project  (Using all Learnt Code),Assignment,The status of the submission has been viewed.,The user with id '9835' has viewed the submission status page for the assignment with course module id '62776'.,web,201.217.216.162
78,9835,"27/09/22, 14:46",Assignment: Activity 4: Project  (Using all Learnt Code),Assignment,Course module viewed,The user with id '9835' viewed the 'assign' activity with course module id '62776'.,web,201.217.216.162
79,9835,"27/09/22, 14:46",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9835' viewed the section number '1' of the course with id '187'.,web,201.217.216.162
80,9835,"27/09/22, 14:46",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9835' viewed the course with id '187'.,web,201.217.216.162
81,9810,"27/09/22, 14:46",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9810' viewed the section number '1' of the course with id '187'.,web,201.217.216.162
82,9810,"27/09/22, 14:46",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9810' viewed the course with id '187'.,web,201.217.216.162
83,9765,"27/09/22, 14:45",Page: CLASS PRESENTATIONS,Page,Course module viewed,The user with id '9765' viewed the 'page' activity with course module id '63670'.,web,201.217.216.162
84,9834,"27/09/22, 14:44",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9834' viewed the section number '1' of the course with id '187'.,web,201.217.216.162
85,9795,"27/09/22, 14:44",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9795' viewed the section number '1' of the course with id '187'.,web,201.217.216.162
86,9795,"27/09/22, 14:44",Assignment: Activity 3: Editing Characters and Uploading Backgrounds,User tours,Step shown,The user with id '9795' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62716'.,web,201.217.216.162
87,9795,"27/09/22, 14:44",Assignment: Activity 3: Editing Characters and Uploading Backgrounds,User tours,Tour started,The user with id '9795' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62716'.,web,201.217.216.162
88,9795,"27/09/22, 14:44",Assignment: Activity 3: Editing Characters and Uploading Backgrounds,Assignment,The status of the submission has been viewed.,The user with id '9795' has viewed the submission status page for the assignment with course module id '62716'.,web,201.217.216.162
89,9795,"27/09/22, 14:44",Assignment: Activity 3: Editing Characters and Uploading Backgrounds,Assignment,Course module viewed,The user with id '9795' viewed the 'assign' activity with course module id '62716'.,web,201.217.216.162
90,9834,"27/09/22, 14:44",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9834' viewed the course with id '187'.,web,201.217.216.162
91,9829,"27/09/22, 14:43",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9829' viewed the section number '1' of the course with id '187'.,web,201.217.216.162
92,9829,"27/09/22, 14:43",Assignment: Activity 4: Project  (Using all Learnt Code),User tours,Step shown,The user with id '9829' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62776'.,web,201.217.216.162
93,9829,"27/09/22, 14:43",Assignment: Activity 4: Project  (Using all Learnt Code),User tours,Tour started,The user with id '9829' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62776'.,web,201.217.216.162
94,9829,"27/09/22, 14:43",Assignment: Activity 4: Project  (Using all Learnt Code),Assignment,The status of the submission has been viewed.,The user with id '9829' has viewed the submission status page for the assignment with course module id '62776'.,web,201.217.216.162
95,9829,"27/09/22, 14:43",Assignment: Activity 4: Project  (Using all Learnt Code),Assignment,Course module viewed,The user with id '9829' viewed the 'assign' activity with course module id '62776'.,web,201.217.216.162
96,9829,"27/09/22, 14:43",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9829' viewed the section number '1' of the course with id '187'.,web,201.217.216.162
97,9786,"27/09/22, 14:42",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9786' viewed the section number '1' of the course with id '187'.,web,201.217.216.162
98,9829,"27/09/22, 14:42",Page: CLASS PRESENTATIONS,Page,Course module viewed,The user with id '9829' viewed the 'page' activity with course module id '63670'.,web,201.217.216.162
99,9829,"27/09/22, 14:42",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9829' viewed the section number '1' of the course with id '187'.,web,201.217.216.162
100,9786,"27/09/22, 14:42",Page: CLASS PRESENTATIONS,Page,Course module viewed,The user with id '9786' viewed the 'page' activity with course module id '63670'.,web,201.217.216.162
101,9829,"27/09/22, 14:42",Page: CLASS PRESENTATIONS,Page,Course module viewed,The user with id '9829' viewed the 'page' activity with course module id '63670'.,web,201.217.216.162
102,9829,"27/09/22, 14:41",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9829' viewed the section number '1' of the course with id '187'.,web,201.217.216.162
103,9829,"27/09/22, 14:41",Assignment: Activity 4: Project  (Using all Learnt Code),User tours,Step shown,The user with id '9829' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62776'.,web,201.217.216.162
104,9829,"27/09/22, 14:41",Assignment: Activity 4: Project  (Using all Learnt Code),User tours,Tour started,The user with id '9829' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62776'.,web,201.217.216.162
105,9829,"27/09/22, 14:41",Assignment: Activity 4: Project  (Using all Learnt Code),Assignment,The status of the submission has been viewed.,The user with id '9829' has viewed the submission status page for the assignment with course module id '62776'.,web,201.217.216.162
106,9829,"27/09/22, 14:41",Assignment: Activity 4: Project  (Using all Learnt Code),Assignment,Course module viewed,The user with id '9829' viewed the 'assign' activity with course module id '62776'.,web,201.217.216.162
107,9786,"27/09/22, 14:41",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9786' viewed the section number '1' of the course with id '187'.,web,201.217.216.162
108,9786,"27/09/22, 14:41",Page: CLASS PRESENTATIONS,Page,Course module viewed,The user with id '9786' viewed the 'page' activity with course module id '63670'.,web,201.217.216.162
109,9829,"27/09/22, 14:41",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9829' viewed the section number '1' of the course with id '187'.,web,201.217.216.162
110,9786,"27/09/22, 14:41",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9786' viewed the section number '1' of the course with id '187'.,web,201.217.216.162
111,9829,"27/09/22, 14:41",Assignment: Activity 4: Project  (Using all Learnt Code),User tours,Step shown,The user with id '9829' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62776&forceview=1'.,web,201.217.216.162
112,9829,"27/09/22, 14:41",Assignment: Activity 4: Project  (Using all Learnt Code),User tours,Tour started,The user with id '9829' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62776&forceview=1'.,web,201.217.216.162
113,9829,"27/09/22, 14:41",Assignment: Activity 4: Project  (Using all Learnt Code),Assignment,The status of the submission has been viewed.,The user with id '9829' has viewed the submission status page for the assignment with course module id '62776'.,web,201.217.216.162
114,9829,"27/09/22, 14:41",Assignment: Activity 4: Project  (Using all Learnt Code),Assignment,Course module viewed,The user with id '9829' viewed the 'assign' activity with course module id '62776'.,web,201.217.216.162
115,9829,"27/09/22, 14:41",Assignment: Activity 3: Editing Characters and Uploading Backgrounds,User tours,Step shown,The user with id '9829' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62716&forceview=1'.,web,201.217.216.162
116,9829,"27/09/22, 14:41",Assignment: Activity 3: Editing Characters and Uploading Backgrounds,User tours,Tour started,The user with id '9829' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62716&forceview=1'.,web,201.217.216.162
117,9829,"27/09/22, 14:41",Assignment: Activity 3: Editing Characters and Uploading Backgrounds,Assignment,The status of the submission has been viewed.,The user with id '9829' has viewed the submission status page for the assignment with course module id '62716'.,web,201.217.216.162
118,9829,"27/09/22, 14:41",Assignment: Activity 3: Editing Characters and Uploading Backgrounds,Assignment,Course module viewed,The user with id '9829' viewed the 'assign' activity with course module id '62716'.,web,201.217.216.162
119,9829,"27/09/22, 14:41",Assignment: Adding (2b) Extensions: Drawing with Pen,User tours,Step shown,The user with id '9829' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62714&forceview=1'.,web,201.217.216.162
120,9829,"27/09/22, 14:41",Assignment: Adding (2b) Extensions: Drawing with Pen,User tours,Tour started,The user with id '9829' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62714&forceview=1'.,web,201.217.216.162
121,9829,"27/09/22, 14:41",Assignment: Adding (2b) Extensions: Drawing with Pen,Assignment,The status of the submission has been viewed.,The user with id '9829' has viewed the submission status page for the assignment with course module id '62714'.,web,201.217.216.162
122,9829,"27/09/22, 14:41",Assignment: Adding (2b) Extensions: Drawing with Pen,Assignment,Feedback viewed,The user with id '9829' viewed the feedback for the user with id '9829' for the assignment with course module id '62714'.,web,201.217.216.162
123,9829,"27/09/22, 14:41",Assignment: Adding (2b) Extensions: Drawing with Pen,Assignment,Course module viewed,The user with id '9829' viewed the 'assign' activity with course module id '62714'.,web,201.217.216.162
124,9786,"27/09/22, 14:40",Assignment: Activity 3: Editing Characters and Uploading Backgrounds,Assignment,The status of the submission has been viewed.,The user with id '9786' has viewed the submission status page for the assignment with course module id '62716'.,web,201.217.216.162
125,9786,"27/09/22, 14:40",Assignment: Activity 3: Editing Characters and Uploading Backgrounds,Assignment,Course module viewed,The user with id '9786' viewed the 'assign' activity with course module id '62716'.,web,201.217.216.162
126,9786,"27/09/22, 14:40",Assignment: Activity 3: Editing Characters and Uploading Backgrounds,Assignment,A submission has been submitted.,The user with id '9786' has submitted the submission with id '276426' for the assignment with course module id '62716'.,web,201.217.216.162
127,9786,"27/09/22, 14:40",Assignment: Activity 3: Editing Characters and Uploading Backgrounds,Online text submissions,Submission created.,The user with id '9786' created an online text submission with '1' words in the assignment with course module id '62716'.,web,201.217.216.162
128,9786,"27/09/22, 14:40",Assignment: Activity 3: Editing Characters and Uploading Backgrounds,Online text submissions,An online text has been uploaded.,The user with id '9786' has saved an online text submission with id '276426' in the assignment activity with course module id '62716'.,web,201.217.216.162
129,9786,"27/09/22, 14:40",Assignment: Activity 3: Editing Characters and Uploading Backgrounds,Assignment,Course module viewed,The user with id '9786' viewed the 'assign' activity with course module id '62716'.,web,201.217.216.162
130,9819,"27/09/22, 14:40",Page: CLASS PRESENTATIONS,Page,Course module viewed,The user with id '9819' viewed the 'page' activity with course module id '63670'.,web,201.217.216.162
131,9786,"27/09/22, 14:40",Assignment: Activity 3: Editing Characters and Uploading Backgrounds,Assignment,Submission form viewed.,The user with id '9786' viewed their submission for the assignment with course module id '62716'.,web,201.217.216.162
132,9786,"27/09/22, 14:40",Assignment: Activity 3: Editing Characters and Uploading Backgrounds,Assignment,Course module viewed,The user with id '9786' viewed the 'assign' activity with course module id '62716'.,web,201.217.216.162
133,9828,"27/09/22, 14:40",Page: CLASS PRESENTATIONS,Page,Course module viewed,The user with id '9828' viewed the 'page' activity with course module id '63670'.,web,201.217.216.162
134,9829,"27/09/22, 14:40",Assignment: Activity 3: Editing Characters and Uploading Backgrounds,User tours,Step shown,The user with id '9829' has viewed the tour with id '8' at step index '0' (id '32') on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62716&action=view'.,web,201.217.216.162
135,9829,"27/09/22, 14:40",Assignment: Activity 3: Editing Characters and Uploading Backgrounds,User tours,Tour started,The user with id '9829' has started the tour with id '8' on the page with URL 'https://aula.gimnasiovermont.edu.co/mod/assign/view.php?id=62716&action=view'.,web,201.217.216.162
136,9828,"27/09/22, 14:40",Course: Tecnologías de la Información Quinto,System,Course viewed,The user with id '9828' viewed the section number '1' of the course with id '187'.,web,201.217.216.162
137,9829,"27/09/22, 14:40",Assignment: Activity 3: Editing Characters and Uploading Backgrounds,Assignment,The status of the submission has been viewed.,The user with id '9829' has viewed the submission status page for the assignment with course module id '62716'.,web,201.217.216.162
